epoch,episode_id,success,return,length,timestamp
0,1,0.0,-50.0,50,2025-06-06 18:12:13
0,2,0.0,-50.0,50,2025-06-06 18:12:13
0,3,0.0,-50.0,50,2025-06-06 18:12:13
0,4,0.0,-50.0,50,2025-06-06 18:12:13
0,5,0.0,-50.0,50,2025-06-06 18:12:13
0,6,0.0,-50.0,50,2025-06-06 18:12:13
0,7,0.0,-50.0,50,2025-06-06 18:12:13
0,8,0.0,-50.0,50,2025-06-06 18:12:13
0,9,0.0,-50.0,50,2025-06-06 18:12:13
0,10,0.0,-50.0,50,2025-06-06 18:12:13
0,11,0.0,-50.0,50,2025-06-06 18:12:13
0,12,0.0,-50.0,50,2025-06-06 18:12:13
0,13,0.0,-50.0,50,2025-06-06 18:12:13
0,14,0.0,-50.0,50,2025-06-06 18:12:13
0,15,0.0,-50.0,50,2025-06-06 18:12:13
0,16,0.0,-50.0,50,2025-06-06 18:12:13
0,17,0.0,-50.0,50,2025-06-06 18:12:13
0,18,0.0,-50.0,50,2025-06-06 18:12:13
0,19,0.0,-50.0,50,2025-06-06 18:12:13
0,20,0.0,-50.0,50,2025-06-06 18:12:13
10,1,0.0,-50.0,50,2025-06-06 18:15:07
10,2,0.0,-50.0,50,2025-06-06 18:15:07
10,3,1.0,-32.0,50,2025-06-06 18:15:07
10,4,0.0,-50.0,50,2025-06-06 18:15:07
10,5,0.0,-50.0,50,2025-06-06 18:15:07
10,6,0.0,-50.0,50,2025-06-06 18:15:07
10,7,0.0,-50.0,50,2025-06-06 18:15:07
10,8,0.0,-50.0,50,2025-06-06 18:15:07
10,9,0.0,-50.0,50,2025-06-06 18:15:07
10,10,0.0,-50.0,50,2025-06-06 18:15:07
10,11,0.0,-50.0,50,2025-06-06 18:15:07
10,12,0.0,-50.0,50,2025-06-06 18:15:07
10,13,0.0,-50.0,50,2025-06-06 18:15:07
10,14,0.0,-50.0,50,2025-06-06 18:15:07
10,15,0.0,-50.0,50,2025-06-06 18:15:07
10,16,0.0,-50.0,50,2025-06-06 18:15:07
10,17,0.0,-50.0,50,2025-06-06 18:15:07
10,18,0.0,-50.0,50,2025-06-06 18:15:07
10,19,0.0,-50.0,50,2025-06-06 18:15:07
10,20,0.0,-50.0,50,2025-06-06 18:15:07
20,1,0.0,-50.0,50,2025-06-06 18:18:40
20,2,0.0,-50.0,50,2025-06-06 18:18:40
20,3,0.0,-50.0,50,2025-06-06 18:18:40
20,4,0.0,-50.0,50,2025-06-06 18:18:40
20,5,0.0,-50.0,50,2025-06-06 18:18:40
20,6,0.0,-50.0,50,2025-06-06 18:18:40
20,7,0.0,-50.0,50,2025-06-06 18:18:40
20,8,0.0,-50.0,50,2025-06-06 18:18:40
20,9,0.0,-50.0,50,2025-06-06 18:18:40
20,10,0.0,-50.0,50,2025-06-06 18:18:40
20,11,0.0,-50.0,50,2025-06-06 18:18:40
20,12,0.0,-50.0,50,2025-06-06 18:18:40
20,13,0.0,-50.0,50,2025-06-06 18:18:40
20,14,0.0,-50.0,50,2025-06-06 18:18:40
20,15,0.0,-50.0,50,2025-06-06 18:18:40
20,16,0.0,-50.0,50,2025-06-06 18:18:40
20,17,0.0,-50.0,50,2025-06-06 18:18:40
20,18,0.0,-50.0,50,2025-06-06 18:18:40
20,19,1.0,-42.0,50,2025-06-06 18:18:40
20,20,0.0,-50.0,50,2025-06-06 18:18:40
30,1,0.0,-50.0,50,2025-06-06 18:22:19
30,2,0.0,-50.0,50,2025-06-06 18:22:19
30,3,0.0,-50.0,50,2025-06-06 18:22:19
30,4,0.0,-50.0,50,2025-06-06 18:22:19
30,5,0.0,-50.0,50,2025-06-06 18:22:19
30,6,0.0,-50.0,50,2025-06-06 18:22:19
30,7,0.0,-50.0,50,2025-06-06 18:22:19
30,8,0.0,-50.0,50,2025-06-06 18:22:19
30,9,0.0,-50.0,50,2025-06-06 18:22:19
30,10,0.0,-50.0,50,2025-06-06 18:22:19
30,11,0.0,-50.0,50,2025-06-06 18:22:19
30,12,0.0,-50.0,50,2025-06-06 18:22:19
30,13,0.0,-50.0,50,2025-06-06 18:22:19
30,14,0.0,-50.0,50,2025-06-06 18:22:19
30,15,0.0,-50.0,50,2025-06-06 18:22:19
30,16,0.0,-50.0,50,2025-06-06 18:22:19
30,17,0.0,-50.0,50,2025-06-06 18:22:19
30,18,0.0,-50.0,50,2025-06-06 18:22:19
30,19,0.0,-50.0,50,2025-06-06 18:22:19
30,20,0.0,-50.0,50,2025-06-06 18:22:19
40,1,0.0,-50.0,50,2025-06-06 18:26:03
40,2,0.0,-50.0,50,2025-06-06 18:26:03
40,3,0.0,-50.0,50,2025-06-06 18:26:03
40,4,0.0,-50.0,50,2025-06-06 18:26:03
40,5,0.0,-50.0,50,2025-06-06 18:26:03
40,6,0.0,-50.0,50,2025-06-06 18:26:03
40,7,0.0,-50.0,50,2025-06-06 18:26:03
40,8,0.0,-50.0,50,2025-06-06 18:26:03
40,9,0.0,-50.0,50,2025-06-06 18:26:03
40,10,0.0,-50.0,50,2025-06-06 18:26:03
40,11,0.0,-50.0,50,2025-06-06 18:26:03
40,12,0.0,-50.0,50,2025-06-06 18:26:03
40,13,0.0,-50.0,50,2025-06-06 18:26:03
40,14,0.0,-50.0,50,2025-06-06 18:26:03
40,15,0.0,-50.0,50,2025-06-06 18:26:03
40,16,0.0,-50.0,50,2025-06-06 18:26:03
40,17,0.0,-50.0,50,2025-06-06 18:26:03
40,18,0.0,-50.0,50,2025-06-06 18:26:03
40,19,0.0,-50.0,50,2025-06-06 18:26:03
40,20,0.0,-50.0,50,2025-06-06 18:26:03
50,1,0.0,-50.0,50,2025-06-06 18:29:53
50,2,0.0,-50.0,50,2025-06-06 18:29:53
50,3,0.0,-50.0,50,2025-06-06 18:29:53
50,4,0.0,-50.0,50,2025-06-06 18:29:53
50,5,0.0,-50.0,50,2025-06-06 18:29:53
50,6,1.0,-46.0,50,2025-06-06 18:29:53
50,7,0.0,-50.0,50,2025-06-06 18:29:53
50,8,0.0,-50.0,50,2025-06-06 18:29:53
50,9,0.0,-50.0,50,2025-06-06 18:29:53
50,10,0.0,-50.0,50,2025-06-06 18:29:53
50,11,1.0,-43.0,50,2025-06-06 18:29:53
50,12,0.0,-50.0,50,2025-06-06 18:29:53
50,13,0.0,-50.0,50,2025-06-06 18:29:53
50,14,0.0,-50.0,50,2025-06-06 18:29:53
50,15,0.0,-50.0,50,2025-06-06 18:29:53
50,16,0.0,-50.0,50,2025-06-06 18:29:53
50,17,0.0,-50.0,50,2025-06-06 18:29:53
50,18,0.0,-50.0,50,2025-06-06 18:29:53
50,19,0.0,-50.0,50,2025-06-06 18:29:53
50,20,0.0,-50.0,50,2025-06-06 18:29:53
60,1,0.0,-50.0,50,2025-06-06 18:34:16
60,2,0.0,-50.0,50,2025-06-06 18:34:16
60,3,0.0,-50.0,50,2025-06-06 18:34:16
60,4,0.0,-50.0,50,2025-06-06 18:34:16
60,5,0.0,-50.0,50,2025-06-06 18:34:16
60,6,0.0,-50.0,50,2025-06-06 18:34:16
60,7,0.0,-50.0,50,2025-06-06 18:34:16
60,8,0.0,-50.0,50,2025-06-06 18:34:16
60,9,0.0,-50.0,50,2025-06-06 18:34:16
60,10,1.0,-44.0,50,2025-06-06 18:34:16
60,11,0.0,-50.0,50,2025-06-06 18:34:16
60,12,0.0,-50.0,50,2025-06-06 18:34:16
60,13,0.0,-50.0,50,2025-06-06 18:34:16
60,14,0.0,-50.0,50,2025-06-06 18:34:16
60,15,0.0,-50.0,50,2025-06-06 18:34:16
60,16,0.0,-50.0,50,2025-06-06 18:34:16
60,17,0.0,-50.0,50,2025-06-06 18:34:16
60,18,0.0,-50.0,50,2025-06-06 18:34:16
60,19,1.0,-32.0,50,2025-06-06 18:34:16
60,20,0.0,-50.0,50,2025-06-06 18:34:16
70,1,0.0,-50.0,50,2025-06-06 18:38:06
70,2,0.0,-50.0,50,2025-06-06 18:38:06
70,3,0.0,-50.0,50,2025-06-06 18:38:06
70,4,0.0,-50.0,50,2025-06-06 18:38:06
70,5,0.0,-50.0,50,2025-06-06 18:38:06
70,6,0.0,-50.0,50,2025-06-06 18:38:06
70,7,0.0,-50.0,50,2025-06-06 18:38:06
70,8,0.0,-50.0,50,2025-06-06 18:38:06
70,9,0.0,-50.0,50,2025-06-06 18:38:06
70,10,0.0,-50.0,50,2025-06-06 18:38:06
70,11,0.0,-50.0,50,2025-06-06 18:38:06
70,12,0.0,-50.0,50,2025-06-06 18:38:06
70,13,0.0,-50.0,50,2025-06-06 18:38:06
70,14,0.0,-50.0,50,2025-06-06 18:38:06
70,15,1.0,-42.0,50,2025-06-06 18:38:06
70,16,1.0,-42.0,50,2025-06-06 18:38:06
70,17,0.0,-50.0,50,2025-06-06 18:38:06
70,18,0.0,-50.0,50,2025-06-06 18:38:06
70,19,0.0,-50.0,50,2025-06-06 18:38:06
70,20,0.0,-50.0,50,2025-06-06 18:38:06
80,1,1.0,-42.0,50,2025-06-06 18:42:28
80,2,0.0,-50.0,50,2025-06-06 18:42:28
80,3,1.0,-44.0,50,2025-06-06 18:42:28
80,4,0.0,-50.0,50,2025-06-06 18:42:28
80,5,0.0,-50.0,50,2025-06-06 18:42:28
80,6,0.0,-50.0,50,2025-06-06 18:42:28
80,7,0.0,-50.0,50,2025-06-06 18:42:28
80,8,0.0,-50.0,50,2025-06-06 18:42:28
80,9,0.0,-50.0,50,2025-06-06 18:42:28
80,10,0.0,-50.0,50,2025-06-06 18:42:28
80,11,0.0,-50.0,50,2025-06-06 18:42:28
80,12,0.0,-50.0,50,2025-06-06 18:42:28
80,13,0.0,-50.0,50,2025-06-06 18:42:28
80,14,0.0,-50.0,50,2025-06-06 18:42:28
80,15,0.0,-50.0,50,2025-06-06 18:42:28
80,16,0.0,-50.0,50,2025-06-06 18:42:28
80,17,0.0,-50.0,50,2025-06-06 18:42:28
80,18,0.0,-50.0,50,2025-06-06 18:42:28
80,19,0.0,-50.0,50,2025-06-06 18:42:28
80,20,1.0,-37.0,50,2025-06-06 18:42:28
90,1,0.0,-50.0,50,2025-06-06 18:46:18
90,2,0.0,-50.0,50,2025-06-06 18:46:18
90,3,0.0,-50.0,50,2025-06-06 18:46:18
90,4,0.0,-50.0,50,2025-06-06 18:46:18
90,5,0.0,-50.0,50,2025-06-06 18:46:18
90,6,0.0,-50.0,50,2025-06-06 18:46:18
90,7,0.0,-50.0,50,2025-06-06 18:46:18
90,8,0.0,-50.0,50,2025-06-06 18:46:18
90,9,0.0,-50.0,50,2025-06-06 18:46:18
90,10,0.0,-50.0,50,2025-06-06 18:46:18
90,11,0.0,-50.0,50,2025-06-06 18:46:18
90,12,0.0,-50.0,50,2025-06-06 18:46:18
90,13,0.0,-50.0,50,2025-06-06 18:46:18
90,14,0.0,-50.0,50,2025-06-06 18:46:18
90,15,0.0,-50.0,50,2025-06-06 18:46:18
90,16,1.0,-44.0,50,2025-06-06 18:46:18
90,17,0.0,-50.0,50,2025-06-06 18:46:18
90,18,0.0,-50.0,50,2025-06-06 18:46:18
90,19,0.0,-50.0,50,2025-06-06 18:46:18
90,20,0.0,-50.0,50,2025-06-06 18:46:18
